month,occupation_name,metric_name,value,unit,source_file
2023-10-01,情報処理・通信技術者,有効求人,52435,人,2023_2025
2023-11-01,情報処理・通信技術者,有効求人,52419,人,2023_2025
2023-12-01,情報処理・通信技術者,有効求人,52164,人,2023_2025
2024-01-01,情報処理・通信技術者,有効求人,51552,人,2023_2025
2024-02-01,情報処理・通信技術者,有効求人,53429,人,2023_2025
2024-03-01,情報処理・通信技術者,有効求人,53956,人,2023_2025
2024-04-01,情報処理・通信技術者,有効求人,53610,人,2023_2025
2024-05-01,情報処理・通信技術者,有効求人,53574,人,2023_2025
2024-06-01,情報処理・通信技術者,有効求人,51975,人,2023_2025
2024-07-01,情報処理・通信技術者,有効求人,53135,人,2023_2025
2024-08-01,情報処理・通信技術者,有効求人,52557,人,2023_2025
2024-09-01,情報処理・通信技術者,有効求人,53101,人,2023_2025
2024-10-01,情報処理・通信技術者,有効求人,53485,人,2023_2025
2024-11-01,情報処理・通信技術者,有効求人,53502,人,2023_2025
2024-12-01,情報処理・通信技術者,有効求人,54120,人,2023_2025
2025-01-01,情報処理・通信技術者,有効求人,53824,人,2023_2025
2025-02-01,情報処理・通信技術者,有効求人,54310,人,2023_2025
2025-03-01,情報処理・通信技術者,有効求人,55423,人,2023_2025
2025-04-01,情報処理・通信技術者,有効求人,56009,人,2023_2025
2025-05-01,情報処理・通信技術者,有効求人,55763,人,2023_2025
2025-06-01,情報処理・通信技術者,有効求人,54891,人,2023_2025
2025-07-01,情報処理・通信技術者,有効求人,54128,人,2023_2025
2025-08-01,情報処理・通信技術者,有効求人,52400,人,2023_2025
2025-09-01,情報処理・通信技術者,有効求人,51802,人,2023_2025
2025-10-01,情報処理・通信技術者,有効求人,52022,人,2023_2025
2025-11-01,情報処理・通信技術者,有効求人,51785,人,2023_2025
2025-12-01,情報処理・通信技術者,有効求人,52370,人,2023_2025
2023-01-01,情報処理・通信技術者,有効求人倍率,1.58,倍,2023_2025
2023-02-01,情報処理・通信技術者,有効求人倍率,1.57,倍,2023_2025
2023-03-01,情報処理・通信技術者,有効求人倍率,1.54,倍,2023_2025
2023-04-01,情報処理・通信技術者,有効求人倍率,1.5,倍,2023_2025
2023-05-01,情報処理・通信技術者,有効求人倍率,1.45,倍,2023_2025
2023-06-01,情報処理・通信技術者,有効求人倍率,1.51,倍,2023_2025
2023-07-01,情報処理・通信技術者,有効求人倍率,1.54,倍,2023_2025
2023-08-01,情報処理・通信技術者,有効求人倍率,1.56,倍,2023_2025
2023-09-01,情報処理・通信技術者,有効求人倍率,1.52,倍,2023_2025
2023-10-01,情報処理・通信技術者,有効求人倍率,1.51,倍,2023_2025
2023-11-01,情報処理・通信技術者,有効求人倍率,1.53,倍,2023_2025
2023-12-01,情報処理・通信技術者,有効求人倍率,1.56,倍,2023_2025
2024-01-01,情報処理・通信技術者,有効求人倍率,1.53,倍,2023_2025
2024-02-01,情報処理・通信技術者,有効求人倍率,1.59,倍,2023_2025
2024-03-01,情報処理・通信技術者,有効求人倍率,1.59,倍,2023_2025
2024-04-01,情報処理・通信技術者,有効求人倍率,1.52,倍,2023_2025
2024-05-01,情報処理・通信技術者,有効求人倍率,1.49,倍,2023_2025
2024-06-01,情報処理・通信技術者,有効求人倍率,1.46,倍,2023_2025
2024-07-01,情報処理・通信技術者,有効求人倍率,1.49,倍,2023_2025
2024-08-01,情報処理・通信技術者,有効求人倍率,1.48,倍,2023_2025
2024-09-01,情報処理・通信技術者,有効求人倍率,1.52,倍,2023_2025
2024-10-01,情報処理・通信技術者,有効求人倍率,1.5,倍,2023_2025
2024-11-01,情報処理・通信技術者,有効求人倍率,1.52,倍,2023_2025
2024-12-01,情報処理・通信技術者,有効求人倍率,1.58,倍,2023_2025
2025-01-01,情報処理・通信技術者,有効求人倍率,1.58,倍,2023_2025
2025-02-01,情報処理・通信技術者,有効求人倍率,1.6,倍,2023_2025
2025-03-01,情報処理・通信技術者,有効求人倍率,1.61,倍,2023_2025
2025-04-01,情報処理・通信技術者,有効求人倍率,1.55,倍,2023_2025
2025-05-01,情報処理・通信技術者,有効求人倍率,1.52,倍,2023_2025
2025-06-01,情報処理・通信技術者,有効求人倍率,1.49,倍,2023_2025
2025-07-01,情報処理・通信技術者,有効求人倍率,1.47,倍,2023_2025
2025-08-01,情報処理・通信技術者,有効求人倍率,1.42,倍,2023_2025
2025-09-01,情報処理・通信技術者,有効求人倍率,1.41,倍,2023_2025
2025-10-01,情報処理・通信技術者,有効求人倍率,1.4,倍,2023_2025
2025-11-01,情報処理・通信技術者,有効求人倍率,1.43,倍,2023_2025
2025-12-01,情報処理・通信技術者,有効求人倍率,1.49,倍,2023_2025
